model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean
own,IDHP_HUMAN_40_452_0,100,1.0,1.0,0.4577825459574829,7.167903759844676,0.7466331000000003,1.0,0.67,0.96,0.29473684210526313,5.59,0.3,1066.2828741251828,0.04456378760125472,100,1.0,0.8975936221588235,0.97,,,,,0.0,0.0,,
own,AROE_THET8_1_263_0,100,1.0,1.0,0.5007384290702709,5.914796423176348,-0.5625701000000001,1.0,0.97,0.94,0.52,1.26,0.74,485.0786867099982,0.08369482250617781,100,0.56,0.7785576149573162,0.39,,-5.533,,,0.0,0.0,-3.5004999999999997,-0.8091500000000003
own,P2Y12_HUMAN_1_342_0,100,1.0,1.0,0.39442738445249853,7.126984322711533,0.5976704,1.0,0.52,0.96,0.3655913978494624,1.82,0.37,1000.7005461776862,0.05190493164505686,100,1.0,0.8959418105293474,0.88,,-10.428,,,0.0,0.0,-4.978,-2.61247
own,BAZ2A_HUMAN_1795_1898_0,100,1.0,1.0,0.5700839409746652,7.102474451106583,0.2388311999999999,1.0,0.94,0.95,0.26881720430107525,0.0,1.0,759.0383760757321,0.05909997944816589,100,0.87,0.8849644727890765,0.81,,-4.114,,,0.0,0.0,-3.9074999999999998,-3.77571
own,SIR3_HUMAN_117_398_0,100,1.0,1.0,0.5053707944778136,7.179254673913813,0.3865212000000001,1.0,0.82,0.97,0.3684210526315789,0.92,0.67,1057.045136018845,0.056126227903300435,100,1.0,0.9010433432820232,0.98,,,,,0.0,0.0,,
own,NQO1_HUMAN_2_274_0__1gg5_A_rec,100,1.0,1.0,0.5403738054993501,7.2028564802575135,0.37973910000000005,1.0,0.88,0.95,0.2857142857142857,0.16,0.96,902.925973021976,0.0663020570679683,100,0.99,0.8871066532833297,0.9696969696969697,,-5.798,,,0.0,0.0,-5.0925,-4.925680000000001
own,NOS3_HUMAN_65_480_0__1rs9_A_rec,100,1.0,1.0,0.4985644221610498,6.797745136819008,-0.32020170000000014,1.0,1.0,0.99,0.5520833333333334,0.23,0.87,433.0620313720027,0.017758557276550797,100,1.0,0.889595567099319,0.76,,-3.024,,,0.0,0.0,-3.2375,-2.65139
own,NEP_HUMAN_54_750_0,100,1.0,1.0,0.43147824497653997,7.121232748336037,-0.6025839,1.0,0.44,1.0,0.4020618556701031,0.16,0.84,1018.4529832939603,0.06081766303232014,100,0.96,0.8165825764337877,0.66,,-8.689,,,0.0,0.0,-6.089,-6.10198
own,CONA_CANCT_1_237_0,100,1.0,1.0,0.5547927254970756,6.133189566745005,-0.059051400000000115,1.0,0.89,0.9,0.6767676767676768,0.0,1.0,665.9455754271296,0.1236039424960007,100,0.38,0.4174874765505592,0.33,,-5.215,,,0.0,0.0,-4.340999999999999,-4.21791
own,MCCF_ECOLX_1_344_0,100,1.0,1.0,0.3112734690428626,6.953825912198011,-1.2880355999999997,0.99,0.06,0.93,0.22916666666666666,0.91,0.71,1376.1628059636976,0.06897823663601325,100,1.0,0.8698570522973152,0.94,,,,,0.0,0.0,,
